city_id,city,country_id,last_update,,,,,,,
489,Songkhla,94,2006/2/15 11:45,,,,,,,
490,Sorocaba,15,2006/2/15 11:45,,,,,,,
491,Soshanguve,85,2006/2/15 11:45,,,,,,,
492,Sousse,96,2006/2/15 11:45,,,,,,,
493,South Hill,5,2006/2/15 11:45,,,,,,,
494,Southampton,102,2006/2/15 11:45,,,,,,,
495,Southend-on-Sea,102,2006/2/15 11:45,,,,,,,
496,Southport,102,2006/2/15 11:45,,,,,,,
497,Springs,85,2006/2/15 11:45,,,,,,,
498,Stara Zagora,17,2006/2/15 11:45,,,,,,,
499,Sterling Heights,103,2006/2/15 11:45,,,,,,,
500,Stockport,102,2006/2/15 11:45,,,,,,,
501,Sucre,14,2006/2/15 11:45,,,,,,,
502,Suihua,23,2006/2/15 11:45,,,,,,,
503,Sullana,74,2006/2/15 11:45,,,,,,,
504,Sultanbeyli,97,2006/2/15 11:45,,,,,,,
505,Sumqayit,10,2006/2/15 11:45,,,,,,,
506,Sumy,100,2006/2/15 11:45,,,,,,,
507,Sungai Petani,59,2006/2/15 11:45,,,,,,,
508,Sunnyvale,103,2006/2/15 11:45,,,,,,,
509,Surakarta,45,2006/2/15 11:45,,,,,,,
510,Syktyvkar,80,2006/2/15 11:45,,,,,,,
511,Syrakusa,49,2006/2/15 11:45,,,,,,,
512,Székesfehérvár,43,2006/2/15 11:45,,,,,,,
513,Tabora,93,2006/2/15 11:45,,,,,,,
514,Tabriz,46,2006/2/15 11:45,,,,,,,
515,Tabuk,82,2006/2/15 11:45,,,,,,,
516,Tafuna,3,2006/2/15 11:45,,,,,,,
517,Taguig,75,2006/2/15 11:45,,,,,,,
518,Taizz,107,2006/2/15 11:45,,,,,,,
519,Talavera,75,2006/2/15 11:45,,,,,,,
520,Tallahassee,103,2006/2/15 11:45,,,,,,,
521,Tama,50,2006/2/15 11:45,,,,,,,
522,Tambaram,44,2006/2/15 11:45,,,,,,,
523,Tanauan,75,2006/2/15 11:45,,,,,,,
524,Tandil,6,2006/2/15 11:45,,,,,,,
525,Tangail,12,2006/2/15 11:45,,,,,,,
526,Tanshui,92,2006/2/15 11:45,,,,,,,
527,Tanza,75,2006/2/15 11:45,,,,,,,
528,Tarlac,75,2006/2/15 11:45,,,,,,,
529,Tarsus,97,2006/2/15 11:45,,,,,,,
530,Tartu,30,2006/2/15 11:45,,,,,,,
531,Tšeboksary,80,2006/2/15 11:45,,,,,,,
532,Tegal,45,2006/2/15 11:45,,,,,,,
533,Tel Aviv-Jaffa,48,2006/2/15 11:45,,,,,,,
534,Tete,63,2006/2/15 11:45,,,,,,,
535,Tianjin,23,2006/2/15 11:45,,,,,,,
536,Tiefa,23,2006/2/15 11:45,,,,,,,
537,Tieli,23,2006/2/15 11:45,,,,,,,
538,Tokat,97,2006/2/15 11:45,,,,,,,
539,Tonghae,86,2006/2/15 11:45,,,,,,,
540,Tongliao,23,2006/2/15 11:45,,,,,,,
541,Torreón,60,2006/2/15 11:45,,,,,,,
542,Touliu,92,2006/2/15 11:45,,,,,,,
543,Toulon,34,2006/2/15 11:45,,,,,,,
544,Toulouse,34,2006/2/15 11:45,,,,,,,
545,Tórshavn,32,2006/2/15 11:45,,,,,,,
546,Tsaotun,92,2006/2/15 11:45,,,,,,,
547,Tsuyama,50,2006/2/15 11:45,,,,,,,
548,Tuguegarao,75,2006/2/15 11:45,,,,,,,
549,Tychy,76,2006/2/15 11:45,,,,,,,
550,Udaipur,44,2006/2/15 11:45,,,,,,,
551,Udine,49,2006/2/15 11:45,,,,,,,
552,Ueda,50,2006/2/15 11:45,,,,,,,
553,Uijongbu,86,2006/2/15 11:45,,,,,,,
554,Uluberia,44,2006/2/15 11:45,,,,,,,
555,Urawa,50,2006/2/15 11:45,,,,,,,
556,Uruapan,60,2006/2/15 11:45,,,,,,,
557,Usak,97,2006/2/15 11:45,,,,,,,
558,Usolje-Sibirskoje,80,2006/2/15 11:45,,,,,,,
559,Uttarpara-Kotrung,44,2006/2/15 11:45,,,,,,,
560,Vaduz,55,2006/2/15 11:45,,,,,,,
561,Valencia,104,2006/2/15 11:45,,,,,,,
562,Valle de la Pascua,104,2006/2/15 11:45,,,,,,,
563,Valle de Santiago,60,2006/2/15 11:45,,,,,,,
564,Valparai,44,2006/2/15 11:45,,,,,,,
565,Vancouver,20,2006/2/15 11:45,,,,,,,
566,Varanasi (Benares),44,2006/2/15 11:45,,,,,,,
567,Vicente López,6,2006/2/15 11:45,,,,,,,
568,Vijayawada,44,2006/2/15 11:45,,,,,,,
569,Vila Velha,15,2006/2/15 11:45,,,,,,,
570,Vilnius,56,2006/2/15 11:45,,,,,,,
571,Vinh,105,2006/2/15 11:45,,,,,,,
572,Vitória de Santo Antão,15,2006/2/15 11:45,,,,,,,
573,Warren,103,2006/2/15 11:45,,,,,,,
574,Weifang,23,2006/2/15 11:45,,,,,,,
575,Witten,38,2006/2/15 11:45,,,,,,,
576,Woodridge,8,2006/2/15 11:45,,,,,,,
577,Wroclaw,76,2006/2/15 11:45,,,,,,,
578,Xi´angfan,23,2006/2/15 11:45,,,,,,,
579,Xi´angtan,23,2006/2/15 11:45,,,,,,,
580,Xintai,23,2006/2/15 11:45,,,,,,,
581,Xinxiang,23,2006/2/15 11:45,,,,,,,
582,Yamuna Nagar,44,2006/2/15 11:45,,,,,,,
583,Yangor,65,2006/2/15 11:45,,,,,,,
584,Yantai,23,2006/2/15 11:45,,,,,,,
585,Yaoundé,19,2006/2/15 11:45,,,,,,,
586,Yerevan,7,2006/2/15 11:45,,,,,,,
587,Yinchuan,23,2006/2/15 11:45,,,,,,,
588,Yingkou,23,2006/2/15 11:45,,,,,,,
589,York,102,2006/2/15 11:45,,,,,,,
590,Yuncheng,23,2006/2/15 11:45,,,,,,,
591,Yuzhou,23,2006/2/15 11:45,,,,,,,
592,Zalantun,23,2006/2/15 11:45,,,,,,,
593,Zanzibar,93,2006/2/15 11:45,,,,,,,
594,Zaoyang,23,2006/2/15 11:45,,,,,,,
595,Zapopan,60,2006/2/15 11:45,,,,,,,
596,Zaria,69,2006/2/15 11:45,,,,,,,
597,Zeleznogorsk,80,2006/2/15 11:45,,,,,,,
598,Zhezqazghan,51,2006/2/15 11:45,,,,,,,
599,Zhoushan,23,2006/2/15 11:45,,,,,,,
600,Ziguinchor,83,2006/2/15 11:45,,,,,,,
